REF_DATE,GEO,DGUID,Age (15C),Gender (3),Statistics (2),Coordinate,Visible minority (15):Total - Visible minority[1],Symbol,Visible minority (15):Total visible minority population[2],Symbol,Visible minority (15):South Asian[3],Symbol,Visible minority (15):Chinese[4],Symbol,Visible minority (15):Black[5],Symbol,Visible minority (15):Filipino[6],Symbol,Visible minority (15):Arab[7],Symbol,Visible minority (15):Latin American[8],Symbol,Visible minority (15):Southeast Asian[9],Symbol,Visible minority (15):West Asian[10],Symbol,Visible minority (15):Korean[11],Symbol,Visible minority (15):Japanese[12],Symbol,"Visible minority (15):Visible minority, n.i.e.[13]",Symbol,Visible minority (15):Multiple visible minorities[14],Symbol,Visible minority (15):Not a visible minority[15],Symbol
2021,"Rouyn-Noranda (CA), Que.",2021S0504485,65 to 74 years,Men+,% distribution (2021),41.14.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Rouyn-Noranda (CA), Que.",2021S0504485,65 to 74 years,Women+,2021 Counts,41.14.3.1,2455,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2440,
2021,"Rouyn-Noranda (CA), Que.",2021S0504485,65 to 74 years,Women+,% distribution (2021),41.14.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Rouyn-Noranda (CA), Que.",2021S0504485,75 years and over,Total - Gender,2021 Counts,41.15.1.1,2690,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2690,
2021,"Rouyn-Noranda (CA), Que.",2021S0504485,75 years and over,Total - Gender,% distribution (2021),41.15.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Rouyn-Noranda (CA), Que.",2021S0504485,75 years and over,Men+,2021 Counts,41.15.2.1,1250,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1250,
2021,"Rouyn-Noranda (CA), Que.",2021S0504485,75 years and over,Men+,% distribution (2021),41.15.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Rouyn-Noranda (CA), Que.",2021S0504485,75 years and over,Women+,2021 Counts,41.15.3.1,1440,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1440,
2021,"Rouyn-Noranda (CA), Que.",2021S0504485,75 years and over,Women+,% distribution (2021),41.15.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,Total - Age,Total - Gender,2021 Counts,42.1.1.1,157895,,2975,,130,,260,,1335,,75,,425,,435,,105,,45,,15,,15,,45,,90,,154925,
2021,"Saguenay (CMA), Que.",2021S0503408,Total - Age,Total - Gender,% distribution (2021),42.1.1.2,0.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.4,
2021,"Saguenay (CMA), Que.",2021S0503408,Total - Age,Men+,2021 Counts,42.1.2.1,79490,,1440,,60,,55,,670,,35,,285,,185,,50,,25,,0,,0,,20,,40,,78050,
2021,"Saguenay (CMA), Que.",2021S0503408,Total - Age,Men+,% distribution (2021),42.1.2.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,"Saguenay (CMA), Que.",2021S0503408,Total - Age,Women+,2021 Counts,42.1.3.1,78405,,1535,,65,,205,,660,,40,,140,,245,,55,,15,,15,,15,,20,,55,,76870,
2021,"Saguenay (CMA), Que.",2021S0503408,Total - Age,Women+,% distribution (2021),42.1.3.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,"Saguenay (CMA), Que.",2021S0503408,0 to 14 years,Total - Gender,2021 Counts,42.2.1.1,24460,,670,,15,,40,,380,,35,,75,,75,,15,,10,,0,,10,,0,,25,,23790,
2021,"Saguenay (CMA), Que.",2021S0503408,0 to 14 years,Total - Gender,% distribution (2021),42.2.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Saguenay (CMA), Que.",2021S0503408,0 to 14 years,Men+,2021 Counts,42.2.2.1,12455,,285,,15,,10,,155,,15,,35,,25,,10,,10,,0,,0,,0,,10,,12165,
2021,"Saguenay (CMA), Que.",2021S0503408,0 to 14 years,Men+,% distribution (2021),42.2.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,0 to 14 years,Women+,2021 Counts,42.2.3.1,12010,,385,,0,,30,,220,,15,,35,,50,,0,,0,,0,,0,,0,,15,,11630,
2021,"Saguenay (CMA), Que.",2021S0503408,0 to 14 years,Women+,% distribution (2021),42.2.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,15 years and over,Total - Gender,2021 Counts,42.3.1.1,133435,,2305,,110,,225,,955,,45,,355,,360,,90,,35,,15,,10,,45,,70,,131130,
2021,"Saguenay (CMA), Que.",2021S0503408,15 years and over,Total - Gender,% distribution (2021),42.3.1.2,0.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.4,
2021,"Saguenay (CMA), Que.",2021S0503408,15 years and over,Men+,2021 Counts,42.3.2.1,67040,,1155,,50,,50,,515,,15,,245,,160,,40,,20,,0,,0,,20,,30,,65890,
2021,"Saguenay (CMA), Que.",2021S0503408,15 years and over,Men+,% distribution (2021),42.3.2.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,"Saguenay (CMA), Que.",2021S0503408,15 years and over,Women+,2021 Counts,42.3.3.1,66400,,1150,,65,,170,,440,,25,,105,,195,,50,,15,,15,,10,,20,,40,,65245,
2021,"Saguenay (CMA), Que.",2021S0503408,15 years and over,Women+,% distribution (2021),42.3.3.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,"Saguenay (CMA), Que.",2021S0503408,15 to 24 years,Total - Gender,2021 Counts,42.4.1.1,15565,,585,,20,,105,,320,,0,,60,,30,,25,,0,,0,,0,,20,,15,,14975,
2021,"Saguenay (CMA), Que.",2021S0503408,15 to 24 years,Total - Gender,% distribution (2021),42.4.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,15 to 24 years,Men+,2021 Counts,42.4.2.1,8270,,290,,10,,10,,185,,0,,45,,25,,15,,0,,0,,0,,0,,0,,7985,
2021,"Saguenay (CMA), Que.",2021S0503408,15 to 24 years,Men+,% distribution (2021),42.4.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,15 to 24 years,Women+,2021 Counts,42.4.3.1,7295,,300,,10,,100,,135,,0,,10,,10,,0,,0,,0,,0,,15,,15,,6995,
2021,"Saguenay (CMA), Que.",2021S0503408,15 to 24 years,Women+,% distribution (2021),42.4.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,15 to 19 years,Total - Gender,2021 Counts,42.5.1.1,7780,,185,,0,,45,,90,,0,,15,,15,,0,,0,,0,,0,,0,,0,,7590,
2021,"Saguenay (CMA), Que.",2021S0503408,15 to 19 years,Total - Gender,% distribution (2021),42.5.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,15 to 19 years,Men+,2021 Counts,42.5.2.1,4235,,80,,0,,0,,50,,0,,15,,10,,0,,0,,0,,0,,0,,0,,4160,
2021,"Saguenay (CMA), Que.",2021S0503408,15 to 19 years,Men+,% distribution (2021),42.5.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,15 to 19 years,Women+,2021 Counts,42.5.3.1,3540,,110,,0,,45,,40,,0,,0,,10,,0,,0,,0,,0,,0,,0,,3430,
2021,"Saguenay (CMA), Que.",2021S0503408,15 to 19 years,Women+,% distribution (2021),42.5.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,20 to 24 years,Total - Gender,2021 Counts,42.6.1.1,7790,,400,,15,,55,,230,,0,,40,,15,,20,,0,,0,,0,,20,,10,,7385,
2021,"Saguenay (CMA), Que.",2021S0503408,20 to 24 years,Total - Gender,% distribution (2021),42.6.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,20 to 24 years,Men+,2021 Counts,42.6.2.1,4035,,215,,10,,10,,135,,0,,30,,15,,10,,0,,0,,0,,0,,0,,3820,
2021,"Saguenay (CMA), Que.",2021S0503408,20 to 24 years,Men+,% distribution (2021),42.6.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,20 to 24 years,Women+,2021 Counts,42.6.3.1,3755,,190,,0,,55,,90,,0,,10,,0,,0,,0,,0,,0,,15,,10,,3565,
2021,"Saguenay (CMA), Que.",2021S0503408,20 to 24 years,Women+,% distribution (2021),42.6.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,25 to 64 years,Total - Gender,2021 Counts,42.7.1.1,81440,,1610,,60,,110,,620,,45,,290,,310,,50,,35,,10,,10,,25,,45,,79835,
2021,"Saguenay (CMA), Que.",2021S0503408,25 to 64 years,Total - Gender,% distribution (2021),42.7.1.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,"Saguenay (CMA), Que.",2021S0503408,25 to 64 years,Men+,2021 Counts,42.7.2.1,41240,,800,,25,,35,,310,,15,,195,,135,,20,,20,,0,,0,,15,,20,,40440,
2021,"Saguenay (CMA), Que.",2021S0503408,25 to 64 years,Men+,% distribution (2021),42.7.2.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Saguenay (CMA), Que.",2021S0503408,25 to 64 years,Women+,2021 Counts,42.7.3.1,40205,,810,,35,,70,,310,,25,,90,,180,,35,,15,,0,,10,,10,,20,,39395,
2021,"Saguenay (CMA), Que.",2021S0503408,25 to 64 years,Women+,% distribution (2021),42.7.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Saguenay (CMA), Que.",2021S0503408,25 to 54 years,Total - Gender,2021 Counts,42.8.1.1,55350,,1495,,45,,95,,595,,45,,280,,270,,50,,35,,10,,10,,25,,40,,53860,
2021,"Saguenay (CMA), Que.",2021S0503408,25 to 54 years,Total - Gender,% distribution (2021),42.8.1.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Saguenay (CMA), Que.",2021S0503408,25 to 54 years,Men+,2021 Counts,42.8.2.1,28415,,760,,20,,30,,310,,15,,190,,130,,20,,20,,0,,0,,15,,20,,27650,
2021,"Saguenay (CMA), Que.",2021S0503408,25 to 54 years,Men+,% distribution (2021),42.8.2.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Saguenay (CMA), Que.",2021S0503408,25 to 54 years,Women+,2021 Counts,42.8.3.1,26940,,735,,25,,65,,290,,25,,85,,145,,35,,15,,0,,10,,10,,20,,26205,
2021,"Saguenay (CMA), Que.",2021S0503408,25 to 54 years,Women+,% distribution (2021),42.8.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Saguenay (CMA), Que.",2021S0503408,25 to 34 years,Total - Gender,2021 Counts,42.9.1.1,18200,,835,,30,,60,,365,,10,,175,,95,,30,,15,,0,,0,,15,,30,,17370,
2021,"Saguenay (CMA), Que.",2021S0503408,25 to 34 years,Total - Gender,% distribution (2021),42.9.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,25 to 34 years,Men+,2021 Counts,42.9.2.1,9120,,435,,15,,20,,185,,0,,120,,50,,15,,0,,0,,0,,10,,10,,8685,
2021,"Saguenay (CMA), Que.",2021S0503408,25 to 34 years,Men+,% distribution (2021),42.9.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,25 to 34 years,Women+,2021 Counts,42.9.3.1,9075,,395,,15,,40,,180,,0,,55,,50,,20,,10,,0,,0,,10,,20,,8680,
2021,"Saguenay (CMA), Que.",2021S0503408,25 to 34 years,Women+,% distribution (2021),42.9.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,35 to 44 years,Total - Gender,2021 Counts,42.10.1.1,20045,,455,,10,,20,,155,,35,,70,,120,,15,,15,,0,,10,,0,,15,,19590,
2021,"Saguenay (CMA), Que.",2021S0503408,35 to 44 years,Total - Gender,% distribution (2021),42.10.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Saguenay (CMA), Que.",2021S0503408,35 to 44 years,Men+,2021 Counts,42.10.2.1,10410,,220,,0,,10,,85,,10,,40,,55,,0,,0,,0,,0,,0,,10,,10190,
2021,"Saguenay (CMA), Que.",2021S0503408,35 to 44 years,Men+,% distribution (2021),42.10.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,35 to 44 years,Women+,2021 Counts,42.10.3.1,9640,,230,,0,,0,,70,,20,,30,,70,,10,,0,,0,,10,,0,,0,,9405,
2021,"Saguenay (CMA), Que.",2021S0503408,35 to 44 years,Women+,% distribution (2021),42.10.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,45 to 54 years,Total - Gender,2021 Counts,42.11.1.1,17105,,210,,10,,25,,75,,0,,35,,55,,0,,0,,0,,0,,0,,0,,16895,
2021,"Saguenay (CMA), Que.",2021S0503408,45 to 54 years,Total - Gender,% distribution (2021),42.11.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,45 to 54 years,Men+,2021 Counts,42.11.2.1,8880,,105,,0,,0,,35,,0,,25,,25,,0,,0,,0,,0,,0,,0,,8775,
2021,"Saguenay (CMA), Que.",2021S0503408,45 to 54 years,Men+,% distribution (2021),42.11.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,45 to 54 years,Women+,2021 Counts,42.11.3.1,8220,,105,,0,,20,,40,,0,,0,,25,,0,,0,,0,,0,,0,,0,,8115,
2021,"Saguenay (CMA), Que.",2021S0503408,45 to 54 years,Women+,% distribution (2021),42.11.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,55 to 64 years,Total - Gender,2021 Counts,42.12.1.1,26085,,110,,15,,10,,25,,0,,10,,45,,0,,0,,0,,0,,0,,0,,25980,
2021,"Saguenay (CMA), Que.",2021S0503408,55 to 64 years,Total - Gender,% distribution (2021),42.12.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Saguenay (CMA), Que.",2021S0503408,55 to 64 years,Men+,2021 Counts,42.12.2.1,12825,,35,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,0,,12785,
2021,"Saguenay (CMA), Que.",2021S0503408,55 to 64 years,Men+,% distribution (2021),42.12.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,55 to 64 years,Women+,2021 Counts,42.12.3.1,13265,,75,,10,,0,,20,,0,,0,,35,,0,,0,,0,,0,,0,,0,,13190,
2021,"Saguenay (CMA), Que.",2021S0503408,55 to 64 years,Women+,% distribution (2021),42.12.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,65 years and over,Total - Gender,2021 Counts,42.13.1.1,36430,,105,,35,,0,,15,,0,,0,,15,,20,,0,,0,,0,,0,,0,,36320,
2021,"Saguenay (CMA), Que.",2021S0503408,65 years and over,Total - Gender,% distribution (2021),42.13.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Saguenay (CMA), Que.",2021S0503408,65 years and over,Men+,2021 Counts,42.13.2.1,17530,,65,,10,,0,,15,,0,,0,,10,,0,,0,,0,,0,,0,,0,,17470,
2021,"Saguenay (CMA), Que.",2021S0503408,65 years and over,Men+,% distribution (2021),42.13.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,65 years and over,Women+,2021 Counts,42.13.3.1,18895,,45,,25,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,18850,
2021,"Saguenay (CMA), Que.",2021S0503408,65 years and over,Women+,% distribution (2021),42.13.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Saguenay (CMA), Que.",2021S0503408,65 to 74 years,Total - Gender,2021 Counts,42.14.1.1,22680,,70,,30,,0,,0,,0,,0,,15,,15,,0,,0,,0,,0,,0,,22610,
2021,"Saguenay (CMA), Que.",2021S0503408,65 to 74 years,Total - Gender,% distribution (2021),42.14.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Saguenay (CMA), Que.",2021S0503408,65 to 74 years,Men+,2021 Counts,42.14.2.1,11285,,30,,10,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,0,,11255,
2021,"Saguenay (CMA), Que.",2021S0503408,65 to 74 years,Men+,% distribution (2021),42.14.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,65 to 74 years,Women+,2021 Counts,42.14.3.1,11400,,40,,15,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,11360,
2021,"Saguenay (CMA), Que.",2021S0503408,65 to 74 years,Women+,% distribution (2021),42.14.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,75 years and over,Total - Gender,2021 Counts,42.15.1.1,13750,,35,,0,,0,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,13710,
2021,"Saguenay (CMA), Que.",2021S0503408,75 years and over,Total - Gender,% distribution (2021),42.15.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,75 years and over,Men+,2021 Counts,42.15.2.1,6250,,35,,0,,0,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6220,
2021,"Saguenay (CMA), Que.",2021S0503408,75 years and over,Men+,% distribution (2021),42.15.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saguenay (CMA), Que.",2021S0503408,75 years and over,Women+,2021 Counts,42.15.3.1,7500,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7495,
2021,"Saguenay (CMA), Que.",2021S0503408,75 years and over,Women+,% distribution (2021),42.15.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saint-Georges (CA), Que.",2021S0504428,Total - Age,Total - Gender,2021 Counts,43.1.1.1,33990,,875,,10,,35,,295,,15,,160,,285,,35,,0,,0,,0,,10,,25,,33110,
2021,"Saint-Georges (CA), Que.",2021S0504428,Total - Age,Total - Gender,% distribution (2021),43.1.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Saint-Georges (CA), Que.",2021S0504428,Total - Age,Men+,2021 Counts,43.1.2.1,17030,,490,,0,,0,,145,,0,,95,,185,,15,,0,,0,,0,,10,,15,,16545,
2021,"Saint-Georges (CA), Que.",2021S0504428,Total - Age,Men+,% distribution (2021),43.1.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saint-Georges (CA), Que.",2021S0504428,Total - Age,Women+,2021 Counts,43.1.3.1,16955,,390,,0,,30,,150,,10,,65,,105,,20,,0,,0,,0,,0,,15,,16570,
2021,"Saint-Georges (CA), Que.",2021S0504428,Total - Age,Women+,% distribution (2021),43.1.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saint-Georges (CA), Que.",2021S0504428,0 to 14 years,Total - Gender,2021 Counts,43.2.1.1,5755,,295,,0,,0,,125,,0,,65,,65,,10,,0,,0,,0,,0,,10,,5465,
2021,"Saint-Georges (CA), Que.",2021S0504428,0 to 14 years,Total - Gender,% distribution (2021),43.2.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saint-Georges (CA), Que.",2021S0504428,0 to 14 years,Men+,2021 Counts,43.2.2.1,2910,,145,,0,,0,,60,,0,,25,,35,,0,,0,,0,,0,,0,,0,,2770,
2021,"Saint-Georges (CA), Que.",2021S0504428,0 to 14 years,Men+,% distribution (2021),43.2.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saint-Georges (CA), Que.",2021S0504428,0 to 14 years,Women+,2021 Counts,43.2.3.1,2845,,145,,0,,0,,65,,0,,35,,30,,0,,0,,0,,0,,0,,0,,2700,
2021,"Saint-Georges (CA), Que.",2021S0504428,0 to 14 years,Women+,% distribution (2021),43.2.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saint-Georges (CA), Que.",2021S0504428,15 years and over,Total - Gender,2021 Counts,43.3.1.1,28230,,585,,0,,30,,170,,10,,95,,225,,20,,0,,0,,0,,10,,15,,27645,
2021,"Saint-Georges (CA), Que.",2021S0504428,15 years and over,Total - Gender,% distribution (2021),43.3.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Saint-Georges (CA), Que.",2021S0504428,15 years and over,Men+,2021 Counts,43.3.2.1,14120,,340,,0,,0,,85,,0,,70,,145,,10,,0,,0,,0,,10,,10,,13775,
2021,"Saint-Georges (CA), Que.",2021S0504428,15 years and over,Men+,% distribution (2021),43.3.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saint-Georges (CA), Que.",2021S0504428,15 years and over,Women+,2021 Counts,43.3.3.1,14110,,240,,0,,30,,85,,10,,30,,75,,10,,0,,0,,0,,0,,0,,13870,
2021,"Saint-Georges (CA), Que.",2021S0504428,15 years and over,Women+,% distribution (2021),43.3.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Saint-Georges (CA), Que.",2021S0504428,15 to 24 years,Total - Gender,2021 Counts,43.4.1.1,3550,,85,,0,,25,,25,,0,,0,,20,,0,,0,,0,,0,,0,,0,,3470,
2021,"Saint-Georges (CA), Que.",2021S0504428,15 to 24 years,Total - Gender,% distribution (2021),43.4.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
