REF_DATE,GEO,DGUID,Age (15C),Gender (3),Statistics (2),Coordinate,Visible minority (15):Total - Visible minority[1],Symbol,Visible minority (15):Total visible minority population[2],Symbol,Visible minority (15):South Asian[3],Symbol,Visible minority (15):Chinese[4],Symbol,Visible minority (15):Black[5],Symbol,Visible minority (15):Filipino[6],Symbol,Visible minority (15):Arab[7],Symbol,Visible minority (15):Latin American[8],Symbol,Visible minority (15):Southeast Asian[9],Symbol,Visible minority (15):West Asian[10],Symbol,Visible minority (15):Korean[11],Symbol,Visible minority (15):Japanese[12],Symbol,"Visible minority (15):Visible minority, n.i.e.[13]",Symbol,Visible minority (15):Multiple visible minorities[14],Symbol,Visible minority (15):Not a visible minority[15],Symbol
2021,"Port Alberni (CA), B.C.",2021S0504940,15 to 19 years,Men+,% distribution (2021),157.5.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,15 to 19 years,Women+,2021 Counts,157.5.3.1,620,,35,,0,,10,,0,,15,,0,,0,,0,,0,,0,,0,,0,,0,,590,
2021,"Port Alberni (CA), B.C.",2021S0504940,15 to 19 years,Women+,% distribution (2021),157.5.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,20 to 24 years,Total - Gender,2021 Counts,157.6.1.1,1020,,95,,30,,30,,0,,10,,0,,0,,0,,0,,0,,0,,0,,0,,925,
2021,"Port Alberni (CA), B.C.",2021S0504940,20 to 24 years,Total - Gender,% distribution (2021),157.6.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,20 to 24 years,Men+,2021 Counts,157.6.2.1,535,,50,,15,,30,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,485,
2021,"Port Alberni (CA), B.C.",2021S0504940,20 to 24 years,Men+,% distribution (2021),157.6.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,20 to 24 years,Women+,2021 Counts,157.6.3.1,485,,45,,20,,0,,0,,10,,0,,0,,0,,0,,0,,0,,0,,0,,440,
2021,"Port Alberni (CA), B.C.",2021S0504940,20 to 24 years,Women+,% distribution (2021),157.6.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 64 years,Total - Gender,2021 Counts,157.7.1.1,12745,,640,,235,,80,,85,,35,,0,,45,,20,,10,,20,,40,,20,,45,,12110,
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 64 years,Total - Gender,% distribution (2021),157.7.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 64 years,Men+,2021 Counts,157.7.2.1,6200,,295,,130,,30,,30,,10,,0,,15,,10,,10,,10,,10,,10,,30,,5910,
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 64 years,Men+,% distribution (2021),157.7.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 64 years,Women+,2021 Counts,157.7.3.1,6545,,340,,105,,50,,55,,25,,0,,25,,15,,0,,10,,30,,10,,20,,6200,
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 64 years,Women+,% distribution (2021),157.7.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 54 years,Total - Gender,2021 Counts,157.8.1.1,8455,,465,,175,,35,,70,,25,,0,,25,,20,,10,,20,,20,,20,,40,,7985,
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 54 years,Total - Gender,% distribution (2021),157.8.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 54 years,Men+,2021 Counts,157.8.2.1,4100,,220,,95,,10,,25,,10,,0,,15,,0,,10,,10,,10,,10,,25,,3875,
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 54 years,Men+,% distribution (2021),157.8.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 54 years,Women+,2021 Counts,157.8.3.1,4360,,245,,80,,30,,45,,20,,0,,15,,15,,0,,10,,10,,10,,10,,4115,
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 54 years,Women+,% distribution (2021),157.8.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 34 years,Total - Gender,2021 Counts,157.9.1.1,2705,,165,,75,,10,,40,,0,,0,,10,,0,,0,,0,,0,,0,,20,,2545,
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 34 years,Total - Gender,% distribution (2021),157.9.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 34 years,Men+,2021 Counts,157.9.2.1,1305,,85,,40,,0,,15,,0,,0,,0,,0,,0,,0,,0,,0,,20,,1215,
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 34 years,Men+,% distribution (2021),157.9.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 34 years,Women+,2021 Counts,157.9.3.1,1405,,80,,35,,10,,20,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1325,
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 34 years,Women+,% distribution (2021),157.9.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,35 to 44 years,Total - Gender,2021 Counts,157.10.1.1,2805,,170,,70,,10,,15,,25,,0,,0,,0,,0,,15,,10,,0,,10,,2635,
2021,"Port Alberni (CA), B.C.",2021S0504940,35 to 44 years,Total - Gender,% distribution (2021),157.10.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,35 to 44 years,Men+,2021 Counts,157.10.2.1,1340,,70,,40,,0,,0,,10,,0,,0,,0,,0,,0,,0,,0,,0,,1275,
2021,"Port Alberni (CA), B.C.",2021S0504940,35 to 44 years,Men+,% distribution (2021),157.10.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,35 to 44 years,Women+,2021 Counts,157.10.3.1,1460,,100,,30,,10,,10,,20,,0,,0,,0,,0,,10,,10,,0,,0,,1360,
2021,"Port Alberni (CA), B.C.",2021S0504940,35 to 44 years,Women+,% distribution (2021),157.10.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,45 to 54 years,Total - Gender,2021 Counts,157.11.1.1,2945,,135,,35,,20,,15,,0,,0,,10,,10,,10,,0,,10,,10,,10,,2815,
2021,"Port Alberni (CA), B.C.",2021S0504940,45 to 54 years,Total - Gender,% distribution (2021),157.11.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,45 to 54 years,Men+,2021 Counts,157.11.2.1,1455,,65,,15,,10,,0,,0,,0,,0,,0,,10,,0,,10,,0,,0,,1385,
2021,"Port Alberni (CA), B.C.",2021S0504940,45 to 54 years,Men+,% distribution (2021),157.11.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,45 to 54 years,Women+,2021 Counts,157.11.3.1,1495,,65,,15,,10,,15,,0,,0,,0,,0,,0,,0,,0,,10,,0,,1425,
2021,"Port Alberni (CA), B.C.",2021S0504940,45 to 54 years,Women+,% distribution (2021),157.11.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,55 to 64 years,Total - Gender,2021 Counts,157.12.1.1,4290,,170,,55,,45,,20,,10,,0,,20,,0,,0,,0,,15,,0,,10,,4120,
2021,"Port Alberni (CA), B.C.",2021S0504940,55 to 64 years,Total - Gender,% distribution (2021),157.12.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,55 to 64 years,Men+,2021 Counts,157.12.2.1,2105,,70,,30,,25,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2035,
2021,"Port Alberni (CA), B.C.",2021S0504940,55 to 64 years,Men+,% distribution (2021),157.12.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,55 to 64 years,Women+,2021 Counts,157.12.3.1,2185,,100,,25,,15,,15,,10,,0,,15,,0,,0,,0,,15,,0,,0,,2085,
2021,"Port Alberni (CA), B.C.",2021S0504940,55 to 64 years,Women+,% distribution (2021),157.12.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,65 years and over,Total - Gender,2021 Counts,157.13.1.1,6750,,190,,105,,30,,0,,10,,0,,15,,10,,0,,0,,10,,0,,0,,6555,
2021,"Port Alberni (CA), B.C.",2021S0504940,65 years and over,Total - Gender,% distribution (2021),157.13.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,65 years and over,Men+,2021 Counts,157.13.2.1,3330,,75,,50,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3250,
2021,"Port Alberni (CA), B.C.",2021S0504940,65 years and over,Men+,% distribution (2021),157.13.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,65 years and over,Women+,2021 Counts,157.13.3.1,3425,,120,,60,,15,,0,,10,,0,,10,,0,,0,,0,,10,,0,,0,,3310,
2021,"Port Alberni (CA), B.C.",2021S0504940,65 years and over,Women+,% distribution (2021),157.13.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,65 to 74 years,Total - Gender,2021 Counts,157.14.1.1,3995,,125,,70,,15,,0,,10,,0,,10,,0,,0,,0,,10,,0,,0,,3875,
2021,"Port Alberni (CA), B.C.",2021S0504940,65 to 74 years,Total - Gender,% distribution (2021),157.14.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,65 to 74 years,Men+,2021 Counts,157.14.2.1,1980,,45,,30,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1935,
2021,"Port Alberni (CA), B.C.",2021S0504940,65 to 74 years,Men+,% distribution (2021),157.14.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,65 to 74 years,Women+,2021 Counts,157.14.3.1,2020,,80,,40,,10,,0,,10,,0,,10,,0,,0,,0,,0,,0,,0,,1945,
2021,"Port Alberni (CA), B.C.",2021S0504940,65 to 74 years,Women+,% distribution (2021),157.14.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,75 years and over,Total - Gender,2021 Counts,157.15.1.1,2755,,70,,40,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2685,
2021,"Port Alberni (CA), B.C.",2021S0504940,75 years and over,Total - Gender,% distribution (2021),157.15.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,75 years and over,Men+,2021 Counts,157.15.2.1,1345,,30,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1320,
2021,"Port Alberni (CA), B.C.",2021S0504940,75 years and over,Men+,% distribution (2021),157.15.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Port Alberni (CA), B.C.",2021S0504940,75 years and over,Women+,2021 Counts,157.15.3.1,1405,,35,,20,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1365,
2021,"Port Alberni (CA), B.C.",2021S0504940,75 years and over,Women+,% distribution (2021),157.15.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,Total - Age,Total - Gender,2021 Counts,158.1.1.1,17465,,960,,155,,195,,80,,145,,25,,100,,40,,0,,70,,95,,0,,35,,16505,
2021,"Powell River (CA), B.C.",2021S0504945,Total - Age,Total - Gender,% distribution (2021),158.1.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,Total - Age,Men+,2021 Counts,158.1.2.1,8505,,415,,75,,95,,35,,65,,15,,40,,15,,0,,20,,40,,0,,15,,8090,
2021,"Powell River (CA), B.C.",2021S0504945,Total - Age,Men+,% distribution (2021),158.1.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,Total - Age,Women+,2021 Counts,158.1.3.1,8955,,540,,85,,100,,40,,75,,10,,65,,25,,0,,45,,60,,0,,20,,8415,
2021,"Powell River (CA), B.C.",2021S0504945,Total - Age,Women+,% distribution (2021),158.1.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,0 to 14 years,Total - Gender,2021 Counts,158.2.1.1,2220,,240,,40,,30,,10,,35,,0,,15,,15,,0,,20,,50,,0,,15,,1985,
2021,"Powell River (CA), B.C.",2021S0504945,0 to 14 years,Total - Gender,% distribution (2021),158.2.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,0 to 14 years,Men+,2021 Counts,158.2.2.1,1165,,120,,30,,25,,10,,20,,0,,10,,15,,0,,10,,15,,0,,0,,1040,
2021,"Powell River (CA), B.C.",2021S0504945,0 to 14 years,Men+,% distribution (2021),158.2.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,0 to 14 years,Women+,2021 Counts,158.2.3.1,1055,,115,,10,,10,,0,,20,,0,,10,,0,,0,,0,,35,,0,,10,,945,
2021,"Powell River (CA), B.C.",2021S0504945,0 to 14 years,Women+,% distribution (2021),158.2.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,15 years and over,Total - Gender,2021 Counts,158.3.1.1,15240,,720,,115,,165,,70,,105,,20,,90,,25,,0,,55,,50,,0,,20,,14520,
2021,"Powell River (CA), B.C.",2021S0504945,15 years and over,Total - Gender,% distribution (2021),158.3.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,15 years and over,Men+,2021 Counts,158.3.2.1,7340,,290,,50,,70,,30,,45,,15,,30,,0,,0,,0,,20,,0,,15,,7050,
2021,"Powell River (CA), B.C.",2021S0504945,15 years and over,Men+,% distribution (2021),158.3.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,15 years and over,Women+,2021 Counts,158.3.3.1,7900,,430,,70,,95,,40,,55,,0,,55,,25,,0,,45,,25,,0,,10,,7475,
2021,"Powell River (CA), B.C.",2021S0504945,15 years and over,Women+,% distribution (2021),158.3.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,15 to 24 years,Total - Gender,2021 Counts,158.4.1.1,1445,,130,,30,,40,,15,,15,,0,,15,,0,,0,,0,,0,,0,,0,,1315,
2021,"Powell River (CA), B.C.",2021S0504945,15 to 24 years,Total - Gender,% distribution (2021),158.4.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,15 to 24 years,Men+,2021 Counts,158.4.2.1,705,,80,,10,,20,,10,,15,,0,,10,,0,,0,,0,,0,,0,,0,,630,
2021,"Powell River (CA), B.C.",2021S0504945,15 to 24 years,Men+,% distribution (2021),158.4.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,15 to 24 years,Women+,2021 Counts,158.4.3.1,735,,50,,20,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,685,
2021,"Powell River (CA), B.C.",2021S0504945,15 to 24 years,Women+,% distribution (2021),158.4.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,15 to 19 years,Total - Gender,2021 Counts,158.5.1.1,820,,70,,0,,30,,10,,15,,0,,10,,0,,0,,0,,0,,0,,0,,755,
2021,"Powell River (CA), B.C.",2021S0504945,15 to 19 years,Total - Gender,% distribution (2021),158.5.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,15 to 19 years,Men+,2021 Counts,158.5.2.1,430,,50,,0,,20,,0,,15,,0,,0,,0,,0,,0,,0,,0,,0,,385,
2021,"Powell River (CA), B.C.",2021S0504945,15 to 19 years,Men+,% distribution (2021),158.5.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,15 to 19 years,Women+,2021 Counts,158.5.3.1,390,,20,,0,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,370,
2021,"Powell River (CA), B.C.",2021S0504945,15 to 19 years,Women+,% distribution (2021),158.5.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,20 to 24 years,Total - Gender,2021 Counts,158.6.1.1,625,,55,,25,,10,,10,,0,,0,,10,,0,,0,,0,,0,,0,,0,,565,
2021,"Powell River (CA), B.C.",2021S0504945,20 to 24 years,Total - Gender,% distribution (2021),158.6.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,20 to 24 years,Men+,2021 Counts,158.6.2.1,270,,25,,10,,0,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,245,
2021,"Powell River (CA), B.C.",2021S0504945,20 to 24 years,Men+,% distribution (2021),158.6.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,20 to 24 years,Women+,2021 Counts,158.6.3.1,350,,35,,20,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,320,
2021,"Powell River (CA), B.C.",2021S0504945,20 to 24 years,Women+,% distribution (2021),158.6.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,25 to 64 years,Total - Gender,2021 Counts,158.7.1.1,8480,,500,,55,,110,,50,,75,,20,,60,,25,,0,,45,,40,,0,,20,,7980,
2021,"Powell River (CA), B.C.",2021S0504945,25 to 64 years,Total - Gender,% distribution (2021),158.7.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,25 to 64 years,Men+,2021 Counts,158.7.2.1,4065,,195,,25,,45,,15,,25,,15,,15,,0,,0,,0,,15,,0,,15,,3870,
2021,"Powell River (CA), B.C.",2021S0504945,25 to 64 years,Men+,% distribution (2021),158.7.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,25 to 64 years,Women+,2021 Counts,158.7.3.1,4415,,305,,25,,65,,30,,45,,0,,45,,25,,0,,40,,20,,0,,0,,4110,
2021,"Powell River (CA), B.C.",2021S0504945,25 to 64 years,Women+,% distribution (2021),158.7.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,25 to 54 years,Total - Gender,2021 Counts,158.8.1.1,5355,,395,,50,,75,,35,,60,,15,,55,,20,,0,,35,,35,,0,,20,,4960,
2021,"Powell River (CA), B.C.",2021S0504945,25 to 54 years,Total - Gender,% distribution (2021),158.8.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,25 to 54 years,Men+,2021 Counts,158.8.2.1,2595,,150,,25,,25,,10,,25,,10,,15,,0,,0,,0,,15,,0,,15,,2445,
2021,"Powell River (CA), B.C.",2021S0504945,25 to 54 years,Men+,% distribution (2021),158.8.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,25 to 54 years,Women+,2021 Counts,158.8.3.1,2760,,250,,20,,45,,30,,35,,0,,40,,20,,0,,25,,15,,0,,0,,2515,
2021,"Powell River (CA), B.C.",2021S0504945,25 to 54 years,Women+,% distribution (2021),158.8.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,25 to 34 years,Total - Gender,2021 Counts,158.9.1.1,1505,,125,,25,,10,,35,,15,,0,,10,,0,,0,,10,,15,,0,,10,,1385,
2021,"Powell River (CA), B.C.",2021S0504945,25 to 34 years,Total - Gender,% distribution (2021),158.9.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,25 to 34 years,Men+,2021 Counts,158.9.2.1,765,,60,,10,,10,,10,,0,,0,,10,,0,,0,,0,,15,,0,,10,,705,
2021,"Powell River (CA), B.C.",2021S0504945,25 to 34 years,Men+,% distribution (2021),158.9.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,25 to 34 years,Women+,2021 Counts,158.9.3.1,735,,60,,15,,0,,25,,0,,0,,0,,0,,0,,10,,0,,0,,0,,680,
2021,"Powell River (CA), B.C.",2021S0504945,25 to 34 years,Women+,% distribution (2021),158.9.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Powell River (CA), B.C.",2021S0504945,35 to 44 years,Total - Gender,2021 Counts,158.10.1.1,1880,,150,,25,,10,,0,,30,,15,,35,,10,,0,,15,,10,,0,,0,,1730,
2021,"Powell River (CA), B.C.",2021S0504945,35 to 44 years,Total - Gender,% distribution (2021),158.10.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
